rotation_freq_Hz,sampling_rate,duration_s,load,temperature_C,sound,rpm,label
45.99587973,4995.537996,0.501670336,0.058662136,41.0271927,54.62337959,1588.329239,healthy
45.02713724,4998.390057,0.506241065,0.349002581,41.45002867,51.0190313,1698.553523,healthy
37.36530614,5002.616237,0.500445105,0.521700243,47.13155144,74.95013583,1356.784738,non_healthy
29.82731801,5003.560846,0.490223535,0.202594673,36.9776351,57.904772,1619.931852,non_healthy
38.48371999,4999.090787,0.502235881,0.770422403,50.51449288,66.37066026,1752.234593,non_healthy
25.39554587,5001.439734,0.497572226,0.31267754,40.87344743,93.23645239,1415.010526,non_healthy
34.89793787,4998.550447,0.494056696,0.37828132,40.8189773,67.49513711,1304.946454,healthy
29.23258417,4996.99702,0.49816127,0.689569099,41.00326808,62.50888755,1065.245724,non_healthy
36.26385551,5002.283482,0.50858306,0,49.6423335,46.12549945,1314.240129,healthy
56.38204533,5001.325377,0.5008249,0.231142516,43.38641972,44.56405182,2126.895342,healthy
37.43133627,4997.698768,0.505923434,0.578309447,45.33057544,47.78637086,1388.341541,non_healthy
42.14260561,4997.743822,0.5020606,0.781171561,48.06591545,75.65051715,1523.642052,healthy
25.4897063,4999.553142,0.495660166,1.015522057,32.91940327,64.44792101,1020.883643,healthy
43.11477903,5001.643232,0.498435938,0.847618358,39.62700574,60.8201774,1634.711835,healthy
56.38658278,4997.976308,0.503329827,0.166224246,40.49458903,59.70351986,2095.686876,healthy
45.24369795,5000.031606,0.493008158,0.488835822,42.41996136,61.39479596,1837.533333,non_healthy
44.22459647,4997.559209,0.499081353,0.444465365,38.90457799,60.43972631,1669.719489,healthy
48.86505955,5001.887951,0.509214717,0.460254676,34.1695724,70.79694755,1802.3584,healthy
36.35171727,4999.165845,0.498173619,0.4887933,56.25487941,70.62382247,1474.741412,non_healthy
33.071961,4994.725199,0.504301393,1.2,43.04698375,87.75651224,1216.618209,non_healthy
34.3679095,5000.89466,0.508156662,0.892889542,31.28425628,36.44146514,1303.161578,healthy
36.36183471,5001.849863,0.491827425,0.404043026,50.09938703,63.78012629,1400.152866,healthy
34.7389347,5002.518022,0.498222514,0.395881779,41.87183879,67.6806826,1357.760957,healthy
58.99605006,5000.687953,0.504322745,0.712657069,34.32016047,85.40123375,2208.746725,healthy
27.60919768,4998.728786,0.498697041,0.415556094,45.47131579,47.79526568,1143.091517,non_healthy
59.85129215,5000.357933,0.499162584,0.739566848,37.45283419,55.8256554,2213.384888,healthy
30.7471106,4996.224789,0.496781945,0.512742403,35.51630094,62.63025613,1148.288661,healthy
42.67829978,4997.840415,0.501352834,0.74394009,45.20126032,70.85524951,1667.530524,non_healthy
52.57391458,5000.961564,0.503132886,0.460686799,37.70336089,58.74526331,2086.056782,healthy
34.41472634,5003.293036,0.498701652,0.436587785,57.93619353,51.41742422,1362.316955,non_healthy
30.39426031,4998.044788,0.504488516,0.544483431,50.72938458,69.48706853,1432.119065,non_healthy
28.6348238,5000.945708,0.49033737,0.228533334,32.32643368,32.20751915,1241.227575,healthy
38.70744305,5000.625252,0.500476724,0.6615657,40.41705582,56.16902961,1515.850628,healthy
44.94058982,4997.039179,0.493307675,0.624207299,48.02977148,57.00472683,1675.05725,healthy
31.69613824,4997.897889,0.494723834,0.211300833,44.86425754,72.55221091,1227.313176,non_healthy
20.36769074,4995.553753,0.498686241,0.639107261,55.71956622,56.83795896,789.1618529,non_healthy
51.15948118,4998.366696,0.500321538,0.566435112,40.87195636,35.09434143,1868.423063,healthy
26.44619315,5001.310779,0.497069183,0.300404057,42.81262036,68.89667443,1232.478851,non_healthy
35.01459672,4998.266436,0.491168029,0.444560815,40.54689719,71.45078895,1276.320937,healthy
58.84596979,5000.785028,0.500811744,1.2,72.59559223,126.0764228,1323.951744,healthy
56.80119405,5003.506743,0.499129255,0,40.25249136,64.56356867,2102.249537,healthy
46.18315895,4997.603121,0.500995295,0.683692552,60.52437599,70.7881862,1702.651898,non_healthy
38.39737416,5003.315708,0.502264486,0.723872994,47.20414654,70.95463953,1551.966721,non_healthy
40.87640686,5002.409729,0.500244035,0.383260901,44.53429171,70.32669377,1446.377743,healthy
44.82636438,5001.45146,0.503802018,0.896869969,41.89934507,47.45203474,1559.407796,healthy
50.85929604,4997.627937,0.497625463,0.836458074,42.40602207,62.26551044,1753.108651,healthy
28.30913944,4996.174807,0.496261132,0.65455557,57.35841215,42.90856414,999.0437982,non_healthy
25.23997669,5001.529855,0.508061892,0.533120705,44.62222914,51.69139399,1013.40706,healthy
29.17492945,4999.22661,0.492860974,0.432368817,28.76695281,61.9914148,1293.130387,non_healthy
36.53037783,5002.985769,0.497604642,0.151092683,41.75126384,62.21355533,1275.451259,healthy
29.3195563,4999.383413,0.505125112,0.145535932,33.60936145,46.21316986,1406.672741,non_healthy
46.02766108,4997.459134,0.500743128,0.328731332,29.28682451,64.94053945,1640.02683,healthy
28.513056,5000.021104,0.496659969,0.528178712,46.27004582,50.62113713,1004.147803,healthy
40.56674476,4998.309965,0.4941279,0.560739554,36.090606,75.51333064,1319.656481,healthy
55.06534406,5001.040262,0.505071107,0.529133612,42.45990257,31.05630492,2020.431853,healthy
43.92323476,4998.371246,0.496695397,0.549403248,38.40500449,69.65008823,1526.340856,healthy
33.79129612,5000.357505,0.505991173,0.479241128,43.01317886,59.77226433,1638.459158,non_healthy
37.24621752,5001.113639,0.494889876,0.47155488,46.99871567,71.50243721,1446.158341,healthy
30.8975925,5001.23886,0.497932091,1.116876307,48.8879235,70.50364319,1237.120861,healthy
37.66590533,4996.333906,0.494864159,0.399656481,33.47112591,64.91166952,1261.73356,healthy
49.21599763,5000.606109,0.491867892,0.032086101,40.26713336,76.43403434,1822.204919,healthy
54.17557575,4995.879703,0.4976201,0.382906028,31.67173223,79.39825712,2078.682601,healthy
46.19425141,4999.923369,0.507842737,0.527871605,32.47141567,40.73625317,1687.191172,healthy
40.61858599,5002.187271,0.495135271,0.258650008,35.85171106,44.7303083,1433.627651,non_healthy
56.94422431,4997.186483,0.498425975,0.802225392,38.29794106,73.88631192,2415.746765,non_healthy
29.1691774,4998.844501,0.502652007,0.387920323,40.41185981,80.41622774,1095.502694,healthy
56.69821059,5000.397509,0.497080341,0.29208095,55.11324796,53.2125736,2074.306302,non_healthy
37.29264599,4999.650564,0.492112006,0.438970402,29.9915,73.35453803,1540.384215,non_healthy
56.39282242,4996.114977,0.51083895,0.938675987,38.72988346,63.83834353,1943.391538,healthy
47.43759759,4998.408632,0.49427674,0.82704107,36.78774607,58.40838601,1735.617729,healthy
45.79863002,4999.548664,0.495314492,0.943816957,45.68593289,44.3850027,1574.868227,healthy
48.90415768,5001.775441,0.505090576,1.2,46.51961815,71.27732364,1851.798191,healthy
55.25833972,5000.244082,0.50402425,0.743950461,32.78771947,69.57110718,2045.425762,healthy
21.42615038,4995.86674,0.497380678,0.982749071,41.15423236,52.99310881,870.1336418,healthy
11.99437252,4997.07614,0.490913709,0.326963363,31.10851004,54.87424229,770.5288041,non_healthy
28.57950533,5000.125239,0.50276102,0.789588235,42.91406455,67.53932168,1005.468031,healthy
48.15227456,4998.752607,0.500238967,0.807693051,33.86967543,47.31232047,1749.626304,healthy
32.63027726,5000.3186,0.497701153,0.919274969,41.63059334,66.0170669,1249.43269,non_healthy
42.97505534,5004.895614,0.494897278,0.432182555,42.61108607,70.87295382,1922.002141,non_healthy
27.27227695,5000.326986,0.496095061,0.472200951,49.28625025,67.74604397,1245.299692,non_healthy
34.43756577,5000.665306,0.500607056,0.577847232,44.01210648,65.3781504,1243.996579,healthy
56.24426905,5000.581241,0.485823601,0.551106144,41.44042939,71.67301066,2073.228938,non_healthy
30.04115226,5002.143428,0.504399423,0.228430764,40.73522424,57.70182976,1246.297599,non_healthy
40.2858793,5000.134195,0.498668354,0.532877308,39.56004888,52.13835208,1593.029519,healthy
48.19468076,4999.937885,0.501706584,0,41.79780262,71.12562095,1833.183642,non_healthy
20.71881563,5000.31624,0.500081935,0.429510939,37.82950472,67.86022134,963.220814,non_healthy
33.46473169,4999.249177,0.494391297,1.139796909,41.37465135,81.90827099,1282.176318,healthy
32.12754976,4998.727643,0.499617103,0.501292969,45.72086577,75.69014521,1286.751418,non_healthy
29.09407518,5000.33921,0.495716612,0.673696387,43.65658242,76.02092629,1349.817317,non_healthy
50.05111196,4999.64872,0.499536087,0.122172089,49.52538871,66.40015085,1835.278312,healthy
28.3453763,4998.06023,0.5132899,0.423686671,40.69536134,76.1616461,1177.234791,non_healthy
45.56914949,4997.794039,0.501930164,0.259752791,45.86026434,64.78757809,1544.162979,non_healthy
37.49276624,5001.175859,0.497699184,1.138394815,35.69784939,65.95284692,1420.150602,healthy
41.86387586,5002.432464,0.499372586,0.503095524,31.34260802,58.21754197,1582.599199,healthy
43.04611104,4999.611892,0.490949685,0.08062375,58.04606413,51.4754517,1778.984067,healthy
44.24040721,5001.97,0.498192197,0.99294753,21.08491362,54.54426952,1695.570565,healthy
32.24398628,5001.633742,0.502306102,0.474693462,54.11599131,81.65778308,1218.665091,non_healthy
17.45137633,4999.163506,0.503986137,0.972461371,37.27947571,85.23700149,905.2954815,non_healthy
29.37718342,5000.734703,0.501135915,0.727239908,43.10410468,53.08932091,962.2744506,non_healthy
36.70981945,4998.92293,0.495302388,0.121160795,37.87086028,61.95484659,1361.769448,healthy
33.79083314,5001.628085,0.502879547,0.571336668,31.56086387,57.49269976,1288.580865,healthy
33.08809046,4998.344438,0.499929474,0.551675283,38.59696007,51.44444125,1240.078959,healthy
40.08681672,4997.802228,0.511824814,0.595281381,35.46616602,50.36149245,1469.156005,healthy
42.55768886,5002.233036,0.494088331,0.631091708,39.26053085,60.34357284,1374.871286,healthy
47.47023112,4999.728528,0.500094908,0.601929961,35.40059868,58.12031821,1741.051841,healthy
43.55930458,4998.998503,0.492472019,0.216731813,42.18678667,50.52781747,1643.218969,healthy
9.652294783,5000.355654,0.505908837,0.446568322,49.7408165,55.79798567,584.3880146,non_healthy
34.62598064,4998.515553,0.498569673,0.837877124,39.31819791,64.65774645,1182.047876,healthy
44.78525383,5002.961743,0.492437959,0.54013453,43.67755607,65.05710707,1687.565813,non_healthy
35.06666456,5001.47748,0.499332185,0.816525878,43.00491429,54.95597082,1349.453222,healthy
44.1729005,5003.273932,0.492606168,0.788100329,44.4790459,46.07544015,1714.314141,healthy
42.1972707,5001.382812,0.501636029,0.397584931,43.10987971,50.03322655,1589.557959,healthy
48.09893386,4996.569966,0.50157801,0.428907133,45.10168492,54.49376151,1888.124506,healthy
28.53921612,4998.771694,0.495175917,0.428401916,46.10903027,41.98138088,1107.423085,healthy
33.94812846,5001.298678,0.504139082,0.136745329,39.92605521,67.83543703,1315.958374,healthy
42.28578405,5001.25036,0.491827008,0.40299319,37.64078502,57.17037564,1484.611129,healthy
30.56320909,4997.14541,0.503504035,0.374481074,29.61908958,60.46017117,1155.858632,healthy
47.7867488,4996.110738,0.499479337,0.877342222,45.46788556,58.97780123,1633.983819,healthy
35.01385124,5000.971516,0.490114428,0.588829314,41.68929052,76.30086841,1306.759341,healthy
30.1865532,4999.840992,0.501517981,0.50960503,44.23177957,52.49129361,1169.864689,healthy
42.41231937,4999.489228,0.504998224,0.829189607,29.96389174,53.80038531,1396.757526,healthy
26.93905904,5000.898358,0.509932563,0.369386659,33.13270677,38.66655467,828.9788174,healthy
42.34092445,4998.487001,0.504231357,0.439390741,41.15436234,58.41750797,1381.699747,healthy
23.37448619,4999.000899,0.49877025,0.650632402,56.9880853,39.43327926,1082.910851,non_healthy
17.97555486,4999.126117,0.504781813,0.599792549,44.12938063,60.77884455,767.0511346,non_healthy
21.79492301,5000.437009,0.495115409,0.589435335,38.05539806,56.95218251,809.6002474,healthy
47.10946463,4996.979092,0.502412678,0.736060126,40.71123686,51.74218628,1725.38841,healthy
39.92352372,5000.873294,0.498292195,0.588200896,41.56045787,35.73631513,1397.733268,healthy
32.65469591,5001.908573,0.494254718,0.736355141,39.88629007,26.5732558,1308.199533,healthy
25.71070119,5001.794611,0.506327816,1.007129726,42.79358558,52.17696041,1101.374425,healthy
36.82319779,4999.086656,0.503838658,0.005790336,35.16994853,61.05958936,1298.881667,healthy
37.43880601,4996.695815,0.500141033,0.433984815,36.23189167,83.09553603,1345.281582,non_healthy
54.99513034,5006.340628,0.501644893,0.958508365,36.8614691,51.65005892,1991.313398,healthy
51.72409982,5002.76442,0.515705028,0.537160258,37.83251069,71.37311915,1901.732467,non_healthy
34.81526636,5001.495729,0.498380603,0.315236178,46.06366128,71.86842116,1446.079899,non_healthy
35.67354314,5001.1968,0.499298362,0.233075336,51.97719375,71.44234812,1102.841962,non_healthy
40.75964286,5001.488586,0.500196733,0,25.53649382,60.10057813,1614.654921,healthy
36.34188586,5001.927915,0.514917938,0.650473003,39.75329025,44.21426374,1221.334167,healthy
34.94263462,4998.877591,0.500473419,0.415537988,31.72236154,81.19822667,1207.03929,healthy
12.78465733,5000.01481,0.494247155,0.632315148,47.29591162,49.37723023,486.2964154,non_healthy
48.57077161,4997.886085,0.49294435,0.654159973,44.48504964,65.78712158,1658.72445,healthy
29.45854183,4997.787439,0.497123273,0.230217831,28.45015035,54.05252263,1132.849922,non_healthy
37.24274294,4995.856547,0.507901206,0.369100556,35.18782769,47.77105031,1479.766379,healthy
40.19258563,4998.834515,0.499753059,0.441661357,39.96154206,61.55112292,1453.925605,healthy
38.67846129,4998.290325,0.489786527,0.679261841,38.80153462,60.4115036,1550.397599,non_healthy
28.57168214,5000.94591,0.500179028,0.863566932,42.13082937,41.79989384,1143.156465,healthy
57.50515524,5000.028039,0.498158566,0.584770231,33.9625698,79.9209892,2077.22847,healthy
49.80045174,4999.394749,0.50068024,0.30444046,33.50264285,44.7647053,2066.10584,healthy
59.01588329,4999.704294,0.499638998,0.701712493,59.28334746,59.40055453,2064.387532,healthy
37.93891112,4998.026259,0.504004044,0.112583686,33.98400335,54.75559757,1461.346128,healthy
48.42067023,5000.059675,0.497912655,0.807804932,19.91115526,54.06166151,1748.382864,healthy
35.72562146,5002.312643,0.505113396,0.498039511,45.98633143,63.03391331,1116.567985,healthy
57.31606669,4999.549451,0.498544928,0.223076176,45.82864952,54.35280269,2144.422818,healthy
60.64761942,5001.491875,0.494564047,0.523723149,37.62295441,66.10811001,2146.512452,healthy
39.94739288,5001.114796,0.499488851,0.813899401,42.9193249,68.84294197,1390.606751,healthy
41.28971536,4999.688569,0.501736353,0.582803183,53.79662169,62.92966352,1599.510651,non_healthy
41.64170268,5000.749113,0.501984324,0.658515288,43.29929043,50.68787979,1479.537751,healthy
40.52787426,4995.934152,0.497554057,0.435167493,52.29888528,73.80853962,1781.084067,non_healthy
40.92685906,5001.423257,0.496408112,0.380628358,37.63827072,84.41015715,1473.968772,healthy
46.7860381,4999.027832,0.501408981,0.432057122,43.30566889,65.69934076,1650.445226,healthy
28.10155622,5001.09274,0.492956649,0.72278717,101.4534674,136.7918413,1153.863531,non_healthy
25.26063642,4999.558876,0.500515779,0.432242721,32.76070099,62.17329574,1073.055057,healthy
40.46334613,5003.689796,0.496312085,0.761937747,47.1362081,73.47661711,1412.819471,healthy
42.7184927,5001.038837,0.50013672,0,46.18905471,55.8923686,1592.644768,healthy
34.51276797,4999.336302,0.49540524,0.488758206,37.01844491,84.64866803,1290.604765,non_healthy
26.94798568,4997.378061,0.501948147,0.559543716,31.35121736,74.3835049,1025.834135,healthy
38.93148272,5000.484068,0.500362969,0.428943222,38.93053253,80.44355103,1451.938661,non_healthy
27.65086111,4998.95862,0.501605352,0.799905898,35.27945981,58.00200188,1062.975216,healthy
31.62342186,4998.073124,0.508009277,0.482398727,41.23897437,48.93627914,1239.22207,healthy
28.8494851,5001.276815,0.503514639,0.341016492,45.40314217,44.46657229,1153.236378,healthy
21.10157054,5000.572353,0.490717515,0.626734219,42.30112946,74.03412089,1108.929643,non_healthy
22.70488107,5000.033532,0.502323354,1.172103016,32.59748899,71.85231125,833.5849464,healthy
52.70214241,5000.187946,0.502005298,0.828385947,30.45419834,58.86593929,1929.907762,healthy
50.67416241,5004.41923,0.501374563,0.312450298,40.76002678,57.71215331,1878.783697,healthy
56.06340609,4997.218998,0.504110301,0.627993367,34.99723491,66.06031997,1969.487091,healthy
26.88975408,5000.243376,0.500965183,0.416705016,48.6084942,55.12331055,1051.676879,healthy
25.72428511,4996.576666,0.498962231,0.342939987,37.37737378,93.34988092,1139.464532,non_healthy
31.63978791,5000.571829,0.501597862,0.24290589,90.41709668,92.70667737,918.256092,non_healthy
31.60359667,5001.82622,0.502519303,0.176443184,51.18978854,51.89697672,1417.102977,non_healthy
48.99620914,5002.226381,0.50008366,0.505721573,30.58355428,58.60852761,2010.786643,healthy
52.14451697,4997.295621,0.505440889,0.510580619,34.23588207,52.43182337,1912.28562,healthy
55.23977054,5000.983165,0.490157596,0.378958177,42.49591692,55.57410318,2109.405704,healthy
28.55271842,5001.252959,0.49883648,0.820395387,30.63681277,64.87965007,1046.715553,healthy
